Id,Name,Priority,Domains,Countries,Country,Categories,EPC,Average_Commission_Rate,Average_Basket_Size,Average_Conversion_Rate,Special_Rate_Type
4971,Designer Intimates,5,"felina.com, designerintimates.com",United States,US,"Fashion & Accessories, Gender - Female, Lingerie Sleepwear",0.088981864,0.100097,63.79138962,0.0139353,none
66053,Joel Grimes Photography,6,joelgrimes.com,"Saint Lucia, Cuba, Chad, Swaziland, Anguilla, Seychelles, Kyrgyzstan, Suriname, Afghanistan, French Guiana, Faroe Islands, Bahama, Taiwan, Argentina, Kiribati, Martinique, Ghana, Turkmenistan, Lesotho, Malawi, United States Virgin Islands, Switzerland, Mali, Sierra Leone, Maldives, Central African Republic, British Virgin Islands, Russian Federation, Palau, Albania, American Samoa, Guadeloupe, Nambia, Hungary, Comoros, Australia, United Arab Emirates, Belize, Mongolia, Nicaragua, Latvia, Grenada, Malta, Western Sahara, Panama, Guam, Niue, Singapore, Sweden, Armenia, Cocos (Keeling) Islands, Turkey, Gabon, Kenya, Nauru, Korea, Democratic People's Republic of, Liberia, French Polynesia, Vatican City State (Holy See), Senegal, France, Bulgaria, Togo, Nigeria, Greenland, Fiji, Yugoslavia, China, Angola, Israel, Cape Verde, United States, Azerbaijan, Pitcairn, Cyprus, Iceland, Chile, Wallis & Futuna Islands, Netherlands Antilles, Northern Mariana Islands, Guinea, Czech Republic, Viet Nam, Botswana, Georgia, Estonia, Uzbekistan, South Africa, Norway, Korea, Republic of, Spain, Denmark, El Salvador, Tokelau, Ukraine, Venezuela, Peru, Hong Kong, Luxembourg, Congo, Cambodia, Bhutan, Paraguay, Saudi Arabia, Lithuania, Mauritania, Svalbard & Jan Mayen Islands, Benin, New Zealand, Tuvalu, Thailand, Zimbabwe, Trinidad & Tobago, Zambia, Solomon Islands, Dominican Republic, Tunisia, Belarus, India, Guyana, Canada, Tajikistan, Puerto Rico, Jordan, Marshall Islands, Tonga, Bosnia and Herzegovina, Slovenia, Brazil, Ethiopia, British Indian Ocean Territory, Cook Iislands, Germany, Italy, Bermuda, Niger, Uganda, Burkina Faso, Somalia, Equatorial Guinea, Mayotte, Sri Lanka, Vanuatu, Slovakia, Antigua & Barbuda, Qatar, Ireland, Sao Tome & Principe, Japan, Madagascar, Croatia, Uruguay, Nepal, Gambia, Guatemala, Belgium, Dominica, Djibouti, Eritrea, Greece, Rwanda, Iraq, Moldova, Republic of, Haiti, Finland, Egypt, Algeria, Morocco, Pakistan, Mexico, Austria, Barbados, United Kingdom, Malaysia, New Caledonia, Indonesia, Aruba, Philippines, Brunei Darussalam, Yemen, San Marino, Norfolk Island, Gibraltar, Mauritius, Mozambique, Kazakhstan, Myanmar, Andorra, Honduras, Liechtenstein, Jamaica, Cayman Islands, Bangladesh, Turks & Caicos Islands, Monaco, Burundi, Bolivia, Portugal, Costa Rica, Macau, Romania, Bahrain, Antarctica, Lebanon, Micronesia, Netherlands, Falkland Islands (Malvinas), Christmas Island, Montenegro, Sudan, Poland, Tanzania, United Republic of, Colombia, Ecuador, Cameroon, Monserrat, Papua New Guinea, Samoa, French Southern Territories, Kuwait, Oman",US,,0.112981248,0.2,40.56025294,0.0139276,none
51862,eLuxury,4,eluxury.com,United States,US,Home,0.383212958,0.200004,137.6808584,0.0139165,none
71300,Spafinder.com,8,spafinder.com,United States,US,,0.115838758,0.08,104.2893872,0.0138843,none
74599,SCANDIBORN,7,scandiborn.com,United States,US,"Children's Toys, Board Games and Puzzles, Home",0.047380452,0.055625,61.36896158,0.0138797,none
67776,Cooks Venture,8,cooksventure.com,United States,US,Food & Drink,0.237285912,0.152656,112.0352962,0.0138741,none
63424,Matouk,3,matouk.com,United States,US,Home,0.893970566,0.15,429.6585202,0.013871,none
37051,Sugru,10,sugru.com,"United States, United Kingdom",US,"Appliances, DIY Home Improvement, Home",0.075534117,0.278506,19.5710155,0.0138578,preferred
14529,Karma E Cigarette,9,"davincivaporizer.com, karmaclassic.com",United States,US,"Electronic Smoking Vapour, Interests, Food & Drink",0.41215523,0.200003,148.7279493,0.0138558,none
15,Nunn Bush,8,nunnbush.com,"United States, Canada",US,"Fashion & Accessories, Men's Shoes",0.056596717,0.0699997,58.37576129,0.0138504,none
9548,Bloomingdale's,9,"m.bloomingdales.com, bloomingdales.com, www1.bloomingdales.com","Venezuela, Australia, Singapore, Korea, Republic of, United Kingdom, China, Israel, United States, Canada",US,"Department Stores, Multi-Category Retailers",0.111917023,0.0567142,142.9390242,0.0138056,none
47162,Myron,4,myron.com,United States,US,"Marketing/Advertising Services, Business, Flowers, Gifts",0.0887279,0.0399974,160.7447646,0.0138004,none
53843,Falconeri,2,us.falconeri.com,United States,US,,0.426291552,0.125984,245.8816242,0.0137615,none
69246,Maaji,5,maaji.co,"China, Israel, Mexico, Dominican Republic, United States, Argentina, India, Cyprus, United Kingdom, Austria, Canada, Puerto Rico, Slovenia, Switzerland, Chile, Germany, Italy, Czech Republic, Honduras, Hungary, Estonia, Australia, Slovakia, Spain, Denmark, El Salvador, Malta, Ireland, Portugal, Costa Rica, Japan, Panama, Netherlands, Sweden, Singapore, Guatemala, Peru, Belgium, Poland, Colombia, Luxembourg, France, Croatia, Lithuania",US,Fashion & Accessories,0.219829696,0.1,159.7420884,0.0137615,preferred
9509,Elizabeth Arden,3,"shop.elizabetharden.com, elizabetharden.com",United States,US,"Other Beauty Products, Skincare, Cosmetics, Gender - Female, Drugstore & Pharmacy",0.08741783,0.0800002,79.44537758,0.0137544,none
74063,Colugo,8,hicolugo.com,United States,US,,0.351991128,0.15,170.7150379,0.0137457,none
68034,Socks Rock,7,socksrock.com,United States,US,Fashion & Accessories,0.128695609,0.0500059,187.3580506,0.0137363,none
10975,"Oliso, Inc",7,oliso.com,United States,US,"Appliances, DIY Home Improvement, Home, Kitchenware Cooking Equipment",0.108959481,0.0511203,155.1676725,0.0137363,none
37118,Dia&Co,2,"dia.com, dia.co",United States,US,"Plus Size Apparel, Jewellery, Fashion & Accessories, Women's Fashion",0.094236146,0.255201,26.89902508,0.0137277,none
48668,"Star Register, SIA",6,starregistration.net,United States,US,"Fashion & Accessories, Gifts",0.130403218,0.17997,52.89481779,0.0136986,none
63443,Upsie Technology,5,upsie.com,United States,US,,0.099884791,0.1,72.91586073,0.0136986,none
54045,PiperWai.com,9,piperwai.com,United States,US,Health Foods Vitamins,0.048838687,0.150018,23.7653089,0.0136986,none
62840,Fat Brain Toys,5,fatbraintoys.com,"Saint Lucia, Chad, Swaziland, Anguilla, Seychelles, Serbia, Kyrgyzstan, Suriname, French Guiana, Bahama, Faroe Islands, Taiwan, Argentina, Kiribati, Ghana, Martinique, Turkmenistan, Lesotho, Malawi, United States Virgin Islands, Sierra Leone, Switzerland, Mali, Maldives, Central African Republic, British Virgin Islands, Russian Federation, Palau, Guadeloupe, Nambia, Hungary, Lao People's Democratic Republic, Australia, United Arab Emirates, St. Helena, Nicaragua, Mongolia, Belize, Latvia, Grenada, Malta, Western Sahara, Panama, Guam, Bouvet Island, Niue, Singapore, Nauru, Armenia, Sweden, Gabon, Turkey, Cocos (Keeling) Islands, Kenya, French Polynesia, Vatican City State (Holy See), France, Senegal, Bulgaria, Togo, North Macedonia, Nigeria, Greenland, Fiji, China, Angola, Israel, Cape Verde, United States, Azerbaijan, Iceland, Pitcairn, Cyprus, Chile, Wallis & Futuna Islands, Northern Mariana Islands, Netherlands Antilles, Guinea, Czech Republic, Georgia, Viet Nam, Botswana, Estonia, Uzbekistan, Norway, South Africa, Korea, Republic of, Spain, Denmark, El Salvador, Tokelau, Ukraine, Venezuela, Peru, Hong Kong, Bhutan, Congo, Cambodia, Luxembourg, Paraguay, Mauritania, Lithuania, Saudi Arabia, Svalbard & Jan Mayen Islands, Tuvalu, New Zealand, Benin, Thailand, Trinidad & Tobago, Zambia, Solomon Islands, Dominican Republic, St. Pierre & Miquelon, Belarus, Tunisia, Guyana, India, Canada, East Timor, Puerto Rico, Tajikistan, Jordan, Marshall Islands, Tonga, Bosnia and Herzegovina, Slovenia, Brazil, Ethiopia, British Indian Ocean Territory, Cook Iislands, Germany, Niger, Kuwait, Italy, Bermuda, Burkina Faso, Uganda, Somalia, Equatorial Guinea, Mayotte, Sri Lanka, Vanuatu, Slovakia, Antigua & Barbuda, Qatar, Ireland, Madagascar, Japan, Sao Tome & Principe, Uruguay, Nepal, Gambia, Guatemala, Guinea-Bissau, Eritrea, Dominica, Djibouti, Belgium, Greece, Rwanda, St. Vincent & the Grenadines, Moldova, Republic of, St. Kitts and Nevis, Haiti, Finland, Egypt, Algeria, Morocco, Pakistan, Mexico, Austria, Barbados, New Caledonia, United Kingdom, Malaysia, Indonesia, Aruba, Mozambique, Philippines, Norfolk Island, United States Minor Outlying Islands, San Marino, Gibraltar, Mauritius, Yemen, Brunei Darussalam, Kazakhstan, Liechtenstein, Andorra, Honduras, Jamaica, Cayman Islands, Bangladesh, Turks & Caicos Islands, Monaco, Burundi, Portugal, Costa Rica, Bolivia, Romania, Macau, Bahrain, Antarctica, Micronesia, Lebanon, Netherlands, Falkland Islands (Malvinas), Christmas Island, Montenegro, Poland, Tanzania, United Republic of, Colombia, Ecuador, Cameroon, South Georgia and the South Sandwich Islands, Monserrat, Papua New Guinea, Samoa, French Southern Territories, Croatia, Oman",US,"Board Games and Puzzles, Education Careers, Children's Toys, Services, Home",0.031702927,0.0597844,38.71718815,0.0136964,none
6834,Wordery,4,wordery.com,"United States, United Kingdom",US,"Books eBooks, Entertainment",0.015786972,0.0545675,21.12610509,0.0136945,exclusive to you
58734,The Princeton Review,10,princetonreview.com,United States,US,,1.271974785,0.0780318,1192.007828,0.0136749,exclusive to you
27453,Vince LLC,6,"vince.com, m.vince.com","United States, Canada, Germany",US,"Men's Shoes, Mixed Women's and Men's Fashion, Women's Shoes, Bags/Belts/Wallets and Hats, Fashion & Accessories",0.175542477,0.0599999,214.0007577,0.0136715,none
5661,Hot Topic,7,hottopic.com,"Australia, United Arab Emirates, United Kingdom, Spain, Mexico, Japan, Germany, United States, France, Canada, New Zealand",US,"Mixed Women's and Men's Fashion, Fashion & Accessories",0.005097832,0.00998834,37.33850837,0.0136689,none
53919,SmileTwice.com,5,smiletwice.com,United States,US,Health Foods Vitamins,0.038579026,0.19338,14.60541461,0.0136592,none
74476,Wildfox,7,wildfox.com,United States,US,"Fashion & Accessories, Department Stores",0.072168914,0.0399919,132.2273355,0.0136476,none
51632,Calzedonia S.p.A.,3,"us.calzedonia.com, calzedonia.com",United States,US,,0.07512622,0.12,45.91656803,0.0136346,none
126,Timbuk2,2,timbuk2.com,United States,US,"Fashion & Accessories, Bags/Belts/Wallets and Hats, Travel Accessories/Luggage, Travel",0.059575324,0.0750225,58.26843257,0.0136283,none
2385,Raise.com,10,"geta.raise.com, raise.com",United States,US,"Other Gifts, Greeting Cards, Coupons/Deals, Gifts",0.025055725,0.019329,95.15879647,0.0136222,none
66473,NIPYATA! INC.,10,nipyata.com,United States,US,Gifts,0.042249503,0.0900065,34.46416994,0.0136201,none
61311,Dawgs USA,9,dawgsusa.com,United States,US,Fashion & Accessories,0.055214978,0.149993,27.03024386,0.0136187,none
2548,Mio Skincare (Global),7,mioskincare.com,United States,US,"Skincare, Gender - Female, Drugstore & Pharmacy",0.059459993,0.0822026,53.12489196,0.0136157,exclusive to you
72922,For Days,5,fordays.com,United States,US,Fashion & Accessories,0.060331568,0.115492,38.37531323,0.0136126,none
53942,Storz&Bickel,4,storz-bickel.com,United States,US,,0.165017907,0.0500011,242.5711451,0.0136054,exclusive to you
62487,Aceable.com,7,aceable.com,United States,US,"Services, Education Careers",0.116406706,0.2,42.79556183,0.0136003,none
54103,Allswell,3,allswellhome.com,United States,US,,0.136398092,0.0400003,250.7514295,0.0135989,none
67210,CitizenM,5,citizenm.com,"United States, United Kingdom",US,,0.156355114,0.0599989,191.7241641,0.0135922,none
73286,Haand,5,haand.us,United States,US,Home,0.100582545,0.099994,74.01197881,0.0135908,none
64396,Anniecloth Us,9,anniecloth.com,United States,US,,0.162091081,0.13,91.76075978,0.0135881,none
66822,Satechi,2,satechi.net,"United States, United Kingdom, Australia, Canada",US,"Consumer Electronics/Gadgets, Computers",0.046400959,0.0500021,68.31202353,0.0135844,none
4330,NordVPN,9,nordvpn.com,"Saint Lucia, Chad, Swaziland, Anguilla, Seychelles, Serbia, Kyrgyzstan, Suriname, Afghanistan, French Guiana, Bahama, Heard & McDonald Islands, Faroe Islands, Taiwan, Argentina, Kiribati, Ghana, Martinique, Turkmenistan, Lesotho, Malawi, United States Virgin Islands, Sierra Leone, Switzerland, Mali, Maldives, Central African Republic, British Virgin Islands, Russian Federation, Albania, American Samoa, Guadeloupe, Palau, Nambia, Hungary, Lao People's Democratic Republic, Comoros, Australia, United Arab Emirates, St. Helena, Nicaragua, Mongolia, Belize, Latvia, Grenada, Malta, Western Sahara, Panama, Guam, Bouvet Island, Niue, Singapore, Nauru, Armenia, Sweden, Gabon, Turkey, Cocos (Keeling) Islands, Kenya, Liberia, French Polynesia, Vatican City State (Holy See), France, Senegal, Bulgaria, Togo, North Macedonia, Nigeria, Greenland, Fiji, China, Cote D\'ivoire (Ivory Coast), Angola, Israel, Cape Verde, United States, Azerbaijan, Iceland, Pitcairn, Cyprus, Chile, Wallis & Futuna Islands, South Sudan, Northern Mariana Islands, Netherlands Antilles, Guinea, Czech Republic, Georgia, Viet Nam, Botswana, Estonia, Uzbekistan, Norway, South Africa, Korea, Republic of, Spain, Denmark, El Salvador, Tokelau, Ukraine, Venezuela, Islamic Republic of Iran, Peru, Hong Kong, Bhutan, Congo, Cambodia, Luxembourg, Paraguay, Mauritania, Lithuania, Saudi Arabia, Svalbard & Jan Mayen Islands, Tuvalu, New Zealand, Benin, Thailand, Zimbabwe, Trinidad & Tobago, Zambia, Solomon Islands, Dominican Republic, St. Pierre & Miquelon, Belarus, Czechoslovakia (no longer exists), Tunisia, Guyana, India, Canada, East Timor, Puerto Rico, Tajikistan, Jordan, Marshall Islands, Tonga, Bosnia and Herzegovina, Slovenia, Brazil, Ethiopia, British Indian Ocean Territory, Cook Iislands, Germany, Niger, Italy, Bermuda, Burkina Faso, Uganda, Somalia, Equatorial Guinea, Mayotte, Sri Lanka, Vanuatu, Slovakia, Antigua & Barbuda, Qatar, Ireland, Madagascar, Japan, Sao Tome & Principe, Croatia, Uruguay, Nepal, Gambia, Guatemala, Guinea-Bissau, Eritrea, Dominica, Djibouti, Belgium, Greece, Rwanda, Iraq, St. Vincent & the Grenadines, Libyan Arab Jamahiriya, Moldova, Republic of, St. Kitts and Nevis, Haiti, Finland, Egypt, Algeria, Morocco, Pakistan, Mexico, Austria, Barbados, New Caledonia, United Kingdom, Malaysia, Indonesia, Aruba, Mozambique, Philippines, Norfolk Island, United States Minor Outlying Islands, San Marino, Gibraltar, Mauritius, Yemen, Brunei Darussalam, Kazakhstan, Myanmar, Liechtenstein, Andorra, Honduras, Jamaica, Cayman Islands, Bangladesh, Turks & Caicos Islands, Monaco, Burundi, Portugal, Costa Rica, Bolivia, Romania, Macau, Bahrain, Antarctica, Micronesia, Lebanon, Netherlands, Falkland Islands (Malvinas), Christmas Island, Montenegro, Poland, Tanzania, United Republic of, Colombia, Ecuador, Cameroon, South Georgia and the South Sandwich Islands, Monserrat, Papua New Guinea, Samoa, French Southern Territories, Kuwait, Oman",US,"Technology, VPN Providers",0.363825531,0.595885,45.1015994,0.0135375,exclusive to you
72168,Gebnegozionline INT,3,gebnegozionline.com,"Norway, Australia, Korea, Republic of, Finland, Spain, China, Japan, Macau, Taiwan, United States, Canada, United Kingdom, Netherlands, Sweden, Switzerland, Belgium, Hong Kong, Poland, Germany, Italy, France",US,,1.737183591,0.1,1288.003483,0.0134875,none
13007,Ink4Less,8,ink4less.com,United States,US,"Technology, Web Hosting, Computers, Software, Consumer Electronics/Gadgets",0.085405534,0.0600055,105.5610913,0.0134831,none
73074,HexClad Cookware (US),8,hexclad.com,United States,US,,0.405896742,0.080001,376.364868,0.0134806,exclusive to you
58731,Positive Grid,6,positivegrid.com,United States,US,Entertainment,0.130627996,0.0500001,193.9048671,0.0134734,none
58341,Ultimate Ears,5,"ultimateears.com, buy.ultimateears.com","Australia, Greenland, Spain, China, Ireland, Costa Rica, Taiwan, United States, Iceland, Canada, United Kingdom, Sweden, Turkey, Belgium, Hong Kong, Greece, Germany, Italy, Viet Nam, France",US,,0.264349931,0.100003,196.2197311,0.0134717,none
68412,Sisley Paris,2,sisley-paris.com,"United States, Canada",US,,0.09356899,0.050002,138.9801008,0.0134645,none
49607,Derek Rose,9,derek-rose.com,"United States, United Kingdom",US,,0.273897715,0.0800007,254.3125776,0.0134626,none
71320,EgunsiFoods,10,egunsifoods.com,United States,US,Food & Drink,0.121173183,0.12,75.03419072,0.0134576,none
59433,True Religion - New 2019 Dynamic Program,9,"truereligion.com, truereligionbrandjeans.com",United States,US,"Fashion & Accessories, Department Stores",0.156721115,0.0938562,124.1953342,0.013445,none
58588,Fawn Design,2,fawndesign.com,United States,US,,0.091002986,0.059999,112.9550045,0.0134278,none
38045,The Lovesac Company,5,lovesac.com,United States,US,"Furniture, Home",0.651564179,0.02,2426.499941,0.013426,none
62536,Rosetta Stone Language Software,6,rosettastone.com,"United States, Canada",US,"Services, Education Careers",0.187585183,0.108881,128.4119877,0.0134165,none
58433,Galaxy Relaxation LLC dba. Moon Pod,2,moonpod.co,United States,US,Home,0.728539584,0.180135,301.5348607,0.0134128,preferred
41857,"ChromaDex, Inc.",5,"truniagen.com, store.truniagen.com",United States,US,,0.258882286,0.149999,128.9945285,0.0133796,none
4225,Made.com,9,made.com,"Netherlands, Germany, United States, France, United Kingdom",US,"Lighting, Garden Furniture, Furniture, Home, Soft Furnishings",0.339251726,0.0982872,258.5574756,0.0133496,exclusive to you
26056,Jared The Galleria of Jewelry,8,"jared.com, m.jared.com","United States, Korea, Republic of",US,"Gender - Female, Jewellery, Women's Fashion, Fashion & Accessories, Watches",0.033894692,0.0200002,126.9750539,0.0133469,none
9093,DaySpring,6,"store.dayspring.com, dayspring.com","Norway, Australia, Cayman Islands, Finland, Spain, Denmark, Israel, Mexico, Portugal, Ireland, Japan, Taiwan, United States, India, Cyprus, Canada, United Kingdom, Netherlands, Sweden, Singapore, United States Virgin Islands, Philippines, United States Minor Outlying Islands, Hong Kong, Greece, Germany, Italy, New Zealand",US,"Other Gifts, Greeting Cards, Gifts",0.057692482,0.101536,42.57278412,0.0133465,none
66613,"Hello Cake, Inc",2,hellocake.com,United States,US,Marketing/Advertising Services,0.036837288,0.1,27.60125147,0.0133462,none
34851,BodyGuardz,3,bodyguardz.com,United States,US,"Gender - Male, Technology, Computers, Mobile Phone Accessories, Fashion & Accessories, Computer and Laptop Accessories",0.011722485,0.0249876,35.18499056,0.0133333,none
71302,Loulou Lollipop,6,louloulollipop.com,United States,US,,0.068723215,0.110779,46.55194934,0.0133262,none
7099,Threadless,4,"iheartguts.threadless.com, threadless.com, motu.threadless.com","Saint Lucia, Cuba, Chad, Swaziland, Seychelles, Anguilla, Kyrgyzstan, Suriname, Afghanistan, Bahama, Faroe Islands, French Guiana, Taiwan, Argentina, Kiribati, Martinique, Ghana, Turkmenistan, Lesotho, Malawi, Switzerland, United States Virgin Islands, Mali, Sierra Leone, Maldives, Central African Republic, British Virgin Islands, Russian Federation, Albania, American Samoa, Guadeloupe, Palau, Nambia, Hungary, Comoros, Australia, United Arab Emirates, Belize, Nicaragua, Mongolia, Latvia, Grenada, Malta, Western Sahara, Panama, Guam, Niue, Kenya, Nauru, Cocos (Keeling) Islands, Sweden, Gabon, Turkey, Singapore, Armenia, Korea, Democratic People's Republic of, Liberia, French Polynesia, Vatican City State (Holy See), Senegal, France, Bulgaria, Togo, Greenland, Fiji, China, Yugoslavia, Angola, Israel, Cape Verde, United States, Azerbaijan, Cyprus, Iceland, Pitcairn, Chile, Wallis & Futuna Islands, Netherlands Antilles, Northern Mariana Islands, Guinea, Botswana, Georgia, Czech Republic, Viet Nam, Estonia, Uzbekistan, South Africa, Norway, Korea, Republic of, Spain, Denmark, El Salvador, Tokelau, Ukraine, Venezuela, Peru, Hong Kong, Luxembourg, Congo, Bhutan, Cambodia, Paraguay, Mauritania, Saudi Arabia, Lithuania, Benin, Tuvalu, Svalbard & Jan Mayen Islands, New Zealand, Thailand, Zimbabwe, Trinidad & Tobago, Zambia, Solomon Islands, Tunisia, Dominican Republic, Belarus, India, Guyana, Canada, Tajikistan, Marshall Islands, Jordan, Puerto Rico, Tonga, Bosnia and Herzegovina, Slovenia, Brazil, Ethiopia, British Indian Ocean Territory, Cook Iislands, Germany, Italy, Bermuda, Kuwait, Niger, Burkina Faso, Uganda, Somalia, Mayotte, Equatorial Guinea, Sri Lanka, Vanuatu, Slovakia, Antigua & Barbuda, Qatar, Ireland, Madagascar, Sao Tome & Principe, Japan, Uruguay, Nepal, Gambia, Guatemala, Eritrea, Djibouti, Dominica, Belgium, Greece, Rwanda, Iraq, Moldova, Republic of, Haiti, Finland, Egypt, Algeria, Morocco, Pakistan, Mexico, Austria, Barbados, United Kingdom, New Caledonia, Malaysia, Indonesia, Aruba, Philippines, Yemen, San Marino, Norfolk Island, Brunei Darussalam, Gibraltar, Mauritius, Mozambique, Kazakhstan, Myanmar, Liechtenstein, Andorra, Honduras, Jamaica, Cayman Islands, Bangladesh, Turks & Caicos Islands, Monaco, Portugal, Burundi, Costa Rica, Bolivia, Romania, Macau, Bahrain, Antarctica, Lebanon, Micronesia, Netherlands, Falkland Islands (Malvinas), Christmas Island, Sudan, Poland, Tanzania, United Republic of, Colombia, Ecuador, Cameroon, Monserrat, Papua New Guinea, Samoa, French Southern Territories, Croatia, Oman",US,"Technology, Children's Fashion, Soft Furnishings, Mobile Phone Accessories, Mixed Women's and Men's Fashion, Fashion & Accessories, Home",0.020160147,0.030045,50.35552854,0.0133252,none
74725,Home Depot Mexico,3,homedepot.com.mx,"United States, Mexico",US,,0.092235501,0.0350005,197.8732053,0.0133179,none
53193,Indestructible Shoes LLC,5,indestructibleshoes.com,"United States, United Kingdom, Australia, Canada",US,Fashion & Accessories,0.0799892,0.100017,60.1417424,0.0132979,none
35679,Sulwhasoo,2,us.sulwhasoo.com,United States,US,,0.04882833,0.03,122.4100527,0.0132964,none
58993,Stokke,9,stokke.com,United States,US,,0.136334542,0.0551783,186.1211812,0.0132753,none
18053,"New York Times Store
					",4,"store.nytimes.com, nytstore.com",United States,US,"Other Gifts, Gifts",0.029413483,0.0400001,55.42939963,0.0132661,none
58191,E-Tyres,10,etyres.co.uk,"United States, United Kingdom",US,,0.06341468,0.02,239.2371291,0.0132535,none
61865,Jenny Bird,8,jenny-bird.com,United States,US,,0.076145019,0.050007,114.9042211,0.0132518,none
53873,Turnbull and Asser (US),7,turnbullandasser.com,United States,US,,3.462563376,0.0999998,2614.242821,0.013245,exclusive to you
58021,Apex Foot,6,apexfoot.com,"United States, Australia, Canada",US,,0.118745342,0.1,89.65255069,0.013245,none
67636,Canvas Champ,9,canvaschamp.com,United States,US,,0.014420414,0.0399906,27.22477716,0.013245,preferred
41441,OptiShotGolf.com,6,"optishotgolf.com, store.optishotgolf.com",United States,US,"Golf Apparel and Equipment, Fitness Equipment, Interests, Fitness Products and Services",0.339838975,0.100001,256.718059,0.0132377,none
30983,PerfectLens,8,perfectlens.ca,"United States, Canada",US,"Fashion & Accessories, Glasses Sunglasses, Contact Lenses",0.106141396,0.121615,65.95596983,0.0132325,none
8519,The Ultimate Green Store,5,theultimategreenstore.com,United States,US,"Health Foods Vitamins, Internet-only Department Stores, Multi-Category Retailers, Organic and Ethically Sourced, Interests",0.231945366,0.1,175.35065,0.0132275,none
5693,Skis.com,2,skis.com,United States,US,"Camping, Snow Sports Equipment and Clothing, Interests",0.135335396,0.0400028,255.8248299,0.0132245,none
61046,Nollapelli,2,nollapelli.com,United States,US,Home,0.332395398,0.1,251.5128515,0.0132159,none
64109,PicturesOnGold.com,4,"picturesongold.com, sacredmedals.com","Australia, Canada, United States, United Kingdom",US,"Personalised Gifts, Fashion & Accessories, Gifts",0.070196749,0.0500161,106.3138046,0.0132013,none
10929,Dr. Scholl's Shoes,8,drschollsshoes.com,United States,US,"Other Beauty Products, Skincare, Drugstore & Pharmacy, Men's Shoes, Fashion & Accessories, Women's Shoes, Medicines & Prescriptions",0.023524525,0.0299997,59.44434109,0.0131915,none
66960,St Tropez US,8,us.sttropeztan.com,United States,US,,0.06938943,0.0999947,52.73876747,0.0131579,exclusive to you
60551,MyFonts,10,"fontexplorerx.com, myfonts.com, linotype.com, fontshop.com, fonts.com","Saint Lucia, Chad, Swaziland, Anguilla, Seychelles, Serbia, Kyrgyzstan, Suriname, Afghanistan, French Guiana, Bahama, Heard & McDonald Islands, Faroe Islands, Taiwan, Argentina, Kiribati, Ghana, Martinique, Turkmenistan, Lesotho, Malawi, United States Virgin Islands, Sierra Leone, Switzerland, Mali, Maldives, Central African Republic, British Virgin Islands, Russian Federation, Albania, American Samoa, Guadeloupe, Palau, Nambia, Hungary, Lao People's Democratic Republic, Comoros, Australia, United Arab Emirates, St. Helena, Nicaragua, Mongolia, Belize, Latvia, Grenada, Malta, Western Sahara, Panama, Guam, Bouvet Island, Niue, Singapore, Nauru, Armenia, Sweden, Gabon, Turkey, Cocos (Keeling) Islands, Kenya, Liberia, French Polynesia, Vatican City State (Holy See), France, Senegal, Bulgaria, Togo, North Macedonia, Nigeria, Greenland, Fiji, China, Cote D\'ivoire (Ivory Coast), Angola, Israel, Cape Verde, United States, Azerbaijan, Iceland, Pitcairn, Cyprus, Chile, Wallis & Futuna Islands, South Sudan, Northern Mariana Islands, Netherlands Antilles, Guinea, Czech Republic, Georgia, Viet Nam, Botswana, Estonia, Uzbekistan, Norway, South Africa, Korea, Republic of, Spain, Denmark, El Salvador, Tokelau, Ukraine, Peru, Hong Kong, Bhutan, Congo, Cambodia, Luxembourg, Paraguay, Mauritania, Lithuania, Saudi Arabia, Svalbard & Jan Mayen Islands, Tuvalu, New Zealand, Benin, Thailand, Zimbabwe, Trinidad & Tobago, Zambia, Solomon Islands, Dominican Republic, St. Pierre & Miquelon, Belarus, Czechoslovakia (no longer exists), Tunisia, Guyana, India, Canada, East Timor, Puerto Rico, Tajikistan, Jordan, Marshall Islands, Tonga, Bosnia and Herzegovina, Slovenia, Brazil, Ethiopia, British Indian Ocean Territory, Cook Iislands, Germany, Niger, Kuwait, Italy, Bermuda, Burkina Faso, Uganda, Somalia, Equatorial Guinea, Mayotte, Sri Lanka, Vanuatu, Slovakia, Antigua & Barbuda, Qatar, Ireland, Madagascar, Japan, Sao Tome & Principe, Uruguay, Nepal, Gambia, Guatemala, Guinea-Bissau, Eritrea, Dominica, Djibouti, Belgium, Greece, Rwanda, Iraq, St. Vincent & the Grenadines, Libyan Arab Jamahiriya, Moldova, Republic of, St. Kitts and Nevis, Haiti, Finland, Egypt, Algeria, Morocco, Pakistan, Mexico, Austria, Barbados, New Caledonia, United Kingdom, Malaysia, Indonesia, Aruba, Mozambique, Philippines, Norfolk Island, United States Minor Outlying Islands, San Marino, Gibraltar, Mauritius, Yemen, Brunei Darussalam, Kazakhstan, Myanmar, Liechtenstein, Andorra, Honduras, Jamaica, Cayman Islands, Bangladesh, Turks & Caicos Islands, Monaco, Burundi, Portugal, Costa Rica, Bolivia, Romania, Macau, Bahrain, Antarctica, Micronesia, Lebanon, Netherlands, Falkland Islands (Malvinas), Christmas Island, Montenegro, Sudan, Poland, Tanzania, United Republic of, Colombia, Ecuador, Cameroon, South Georgia and the South Sandwich Islands, Monserrat, Papua New Guinea, Samoa, French Southern Territories, Croatia, Oman",US,,0.096178772,0.0924695,79.11609495,0.0131467,none
